objectid,bevoegd_gezag_nummer,brin_nummer,vestigingsnummer,vestigingsnaam,denominatie,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_3_jaar,lftd_4_jaar,lftd_5_jaar,lftd_6_jaar,lftd_7_jaar,lftd_8_jaar,lftd_9_jaar,lftd_10_jaar,lftd_11_jaar,lftd_12_jaar,lftd_13_jaar,lftd_14_jaar
2750,39600,21NN,21NN01,Protestants Christelijke Basisschool De Bron,Protestants-Christelijk,Constantijn Huijgensstr,1,5251LW,VLIJMEN,797,HEUSDEN,Noord-Brabant,GGD Hart voor Brabant,                                                                                ,142346,411276,pc6hnrgeentoev,,81,0,8,7,2,12,10,13,11,15,3,0,0
2751,40278,03UU,03UU00,RK Basisschool Torenschouw,Rooms-Katholiek,Putterstraat,3,4901BE,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.bstorenschouw.nl,118497,406884,pc6hnrgeentoev,,97,0,7,11,10,12,11,13,13,16,4,0,0
2752,40278,03WF,03WF00,Rooms Katholieke Basisschool De Achthoek,Rooms-Katholiek,Houtse Heuvel,3,4911AT,DEN HOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.de-achthoek.nl,115206,407785,pc6hnrgeentoev,,107,0,13,5,12,9,9,20,20,18,1,0,0
2753,40278,04TF,04TF00,Kindcentrum De Ontdekking,Rooms-Katholiek,Kamerlingh Onneslaan,3,4904KJ,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.ontdekking.net,118179,403729,pc6hnrgeentoev,,230,0,35,27,30,19,25,36,24,24,10,0,0
2754,40278,06FT,06FT00,Rooms Katholieke Basisschool Marcoen,Rooms-Katholiek,Dennenlaan,71,4849BD,DORST,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.marcoen.nl,118190,400421,pc6hnrgeentoev,,218,0,22,34,25,33,23,29,26,21,5,0,0
2755,40278,06MJ,06MJ00,RK Basisschool Paulo Freire,Rooms-Katholiek,Sperwerstraat,51,4901AW,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.paulofreire.nl,118453,406877,pc6hnrgeentoev,,191,0,21,28,17,30,23,20,23,25,4,0,0
2756,40278,07DH,07DH00,RK Basisschool St Jan,Rooms-Katholiek,Schoolpad,4,4909AW,OOSTEIND,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,                                                                                ,121410,406291,pc6hnrgeentoev,,121,0,10,10,14,13,17,16,15,22,4,0,0
2757,40278,08WK,08WK00,RK Basisschool De Beiaard-Harlekijn,Rooms-Katholiek,Krijtenberg,3,4904PW,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.debeiaard.nl,117432,404180,pc6hnrgeentoev,,243,0,30,33,34,30,25,27,34,25,5,0,0
2758,40278,09IR,09IR00,Openbare Basisschool Rubenshof,Openbaar,Rubenshof,8,4907MX,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.obsrubenshof.nl,119651,407885,pc6hnrgeentoev,,443,0,72,43,63,50,42,60,56,47,10,0,0
2759,40278,10EG,10EG00,Openbare Basisschool Sterrendonk,Openbaar,Sterrenlaan,25,4907GH,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.sterrendonk.nl,118929,407582,pc6hnrgeentoev,,135,0,19,16,20,18,17,16,12,15,2,0,0
2760,40278,11AA,11AA00,RK Basisschool De Biencorf,Rooms-Katholiek,Slotjesveld,11,4902ZP,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.biencorf.nl,118690,405572,pc6hnrgeentoev,,178,0,18,21,20,25,22,19,25,22,6,0,0
2761,40278,11JR,11JR00,Openbare Basisschool De Kameleon,Openbaar,Slotjesveld,9-C,4902ZP,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.obsdekameleon.org,118698,405645,pc6hnrtoev,,66,0,5,11,9,5,8,7,8,10,3,0,0
2762,40278,15VG,15VG00,Rooms Katholiek Basisschool De Hobbit,Rooms-Katholiek,Kruidenlaan,32,4907AB,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.kbsdehobbit.nl,119590,407423,pc6hnrgeentoev,,145,0,8,13,15,25,20,15,24,19,6,0,0
2763,40278,16BE,16BE00,RK Basisschool De Westhoek,Rooms-Katholiek,Nieuwe Bouwlingstraat,33,4901KJ,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,                                                                                ,117935,405999,pc6hnrgeentoev,,353,0,45,38,39,44,38,59,45,35,10,0,0
2764,40278,16GU,16GU00,RK Basisschool de Touwbaan,Rooms-Katholiek,Touwbaan,16,4901GG,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.kbsdetouwbaan.nl,119009,406312,pc6hnrgeentoev,,301,0,44,40,39,38,27,27,36,46,4,0,0
2765,40278,16IB,16IB00,RK Basisschool De Berkenhof,Rooms-Katholiek,Kevelaar,4,4907KW,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.kbsdeberkenhof.nl,119062,408064,pc6hnrgeentoev,,99,0,14,10,9,12,12,9,18,11,4,0,0
2766,40278,16MN,16MN00,RK Basisschool De Rietgors,Rooms-Katholiek,Willem Dreeslaan,3,4908CA,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.derietgors.nl,118833,408565,pc6hnrgeentoev,,119,0,14,9,11,12,16,14,14,24,5,0,0
2767,40278,21OY,21OY00,Openbare Basisschool De Duizendpoot,Openbaar,Willem Dreeslaan,1,4908CA,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.1000poot-oosterhout.nl,118816,408507,pc6hnrgeentoev,,277,0,34,29,41,38,31,36,31,29,8,0,0
2768,40278,24NN,24NN00,Openbare Basisschool de Pionier,Openbaar,Zeislaan,3,4904VC,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.obsdepionier.nl,116855,406247,pc6hnrgeentoev,,488,0,53,57,49,67,65,61,59,60,17,0,0
2769,40278,24NP,24NP00,Rooms Katholieke Basisschool de Meander,Rooms-Katholiek,Frits van Egtersstraat,1,4906HB,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.de-meander.nl,116833,407171,pc6hnrgeentoev,,381,0,37,26,47,48,53,49,56,55,10,0,0
2770,40378,05LL,05LL00,Basisschool BoschAkker,Rooms-Katholiek,Jozef Israelslaan,2-A,5642KA,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.boschakker.nl,164190,383274,pc6hnrtoev,,218,0,55,34,28,23,20,16,17,18,6,1,0
2771,40378,06JL,06JL00,Basisschool De Sonnewijzer,Protestants-Christelijk,Ruysdaelstraat,6,5691EA,SON EN BREUGEL,848,SON EN BREUGEL,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,161967,391837,pc6hnrgeentoev,,196,0,25,31,22,30,22,19,24,19,4,0,0
2772,40378,09LZ,09LZ00,Basisschool De Stokland,Algemeen bijzonder,Jupiterstraat,3,5694TG,SON EN BREUGEL,848,SON EN BREUGEL,Noord-Brabant,GGD Brabant-Zuidoost,www.stokland.nl,163326,392462,pc6hnrgeentoev,,287,0,55,37,29,37,33,32,32,26,6,0,0
2773,40378,13TN,13TN00,Basisschool Karel de Grote,Protestants-Christelijk,Mendelssohnlaan,217,5653BB,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,159465,381666,pc6hnrgeentoev,,148,0,17,25,11,19,21,21,20,7,5,2,0
2774,40378,14DN,14DN00,Basisschool De Boog,Protestants-Christelijk,Jan van Riebeecklaan,2,5642MD,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.deboog.dse.nl,163954,383345,pc6hnrgeentoev,,245,0,27,25,26,25,34,30,34,37,7,0,0
2775,40378,15TO,15TO00,St Antonius,Rooms-Katholiek,Maasstraat,105,5626BB,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.acht.nl/school,157757,387855,pc6hnrgeentoev,,307,0,23,34,30,39,35,42,53,45,6,0,0
2776,40378,17OR,17OR00,De Troubadour,Rooms-Katholiek,Maria van Bourgondielaan,2,5616EE,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,160100,382620,pc6hnrgeentoev,,245,0,28,33,35,27,39,26,24,27,6,0,0
2777,40378,17PG,17PG00,De Schakel,Algemeen bijzonder,Johannes Buijslaan,41,5652NJ,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,158465,383872,pc6hnrgeentoev,,223,0,31,28,23,21,23,34,36,22,5,0,0
2778,40378,17PV,17PV00,Tweelingen,Algemeen bijzonder,Planetenlaan,28,5632DG,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.bstweelingen.nl,162472,386988,pc6hnrgeentoev,,209,0,24,29,29,29,22,21,22,24,8,1,0
2779,40378,17QL,17QL00,De Korenaar,Algemeen bijzonder,Elegaststraat,1,5625CV,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.skpo-korenaar.nl,160653,386801,pc6hnrgeentoev,,445,0,49,61,51,55,44,58,61,56,9,1,0
2780,40378,17RN,17RN00,Basisschool KlimWijs,Rooms-Katholiek,Fransebaan,237,5627RA,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.spilcentrumachtsebarriernoord.nl,158931,389061,pc6hnrgeentoev,,303,0,29,33,37,26,40,31,48,46,12,1,0
2781,40378,17RZ,17RZ00,'t Palet,Rooms-Katholiek,Wenckenbachstraat,42,5621HB,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.bspaleteindhoven.nl,160187,384990,pc6hnrgeentoev,,178,0,23,29,23,24,13,24,22,20,0,0,0
2782,40378,17SX,17SX00,Rapenland,Rooms-Katholiek,Generaal Boreelpad,29,5623JZ,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.rapenland.nl,161396,386116,pc6hnrgeentoev,,336,0,53,46,47,44,41,28,35,34,8,0,0
2783,40378,17TG,17TG00,basisschool Beppino Sarto,Rooms-Katholiek,St Petrus Canisiuslaan,47,5645GC,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.beppinosarto.dse.nl,163479,382009,pc6hnrgeentoev,,181,0,28,19,21,22,26,18,18,22,7,0,0
2784,40378,17TQ,17TQ00,Basisschool 't Startblok,Rooms-Katholiek,Keverberg,5,5655BA,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,158760,380952,pc6hnrgeentoev,,315,0,36,34,36,27,34,39,45,51,13,0,0
2785,40378,17UA,17UA00,De Bijenkorf,Rooms-Katholiek,De Koppele,2,5632LA,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.dse.nl/bijenkorf,162222,387479,pc6hnrgeentoev,,415,0,48,52,51,42,54,56,52,52,7,1,0
2786,40378,17ZP,17ZP00,Gunterslaer,Rooms-Katholiek,Normandielaan,50 -52,5627HT,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.gunterslaer.nl,159416,387964,pc6hnr,,201,0,19,28,26,11,20,33,23,37,4,0,0
2787,40378,17ZV,17ZV00,Wethouder Van Eupen,Rooms-Katholiek,Odysseuslaan,6,5631JM,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,162335,386104,pc6hnrgeentoev,,300,0,36,45,31,42,39,31,41,31,4,0,0
2788,40378,18AB,18AB00,Basisschool Atalanta,Rooms-Katholiek,Barrierweg,1,5622CL,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.atalanta.dse.nl,160700,385845,pc6hnrgeentoev,,275,0,28,37,35,31,34,32,34,38,6,0,0
2789,40378,18AE,18AE00,Wilakkers,Rooms-Katholiek,Piuslaan,68,5614CM,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.wilakkers.nl,162623,381950,pc6hnrgeentoev,,318,0,43,51,36,48,33,41,29,34,3,0,0
2790,40378,18AQ,18AQ00,Basisschool Trudo,Rooms-Katholiek,St Trudostraat,10,5616GB,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,159654,383440,pc6hnrgeentoev,,220,0,30,23,31,23,24,36,22,23,8,0,0
2791,40378,18BK,18BK00,De Kameleon,Rooms-Katholiek,Bennekelstraat,135,5654DD,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.kameleon.dse.nl,160095,381134,pc6hnrgeentoev,,291,0,40,37,31,37,30,36,33,36,11,0,0
2792,40378,18BN,18BN00,De Handreiking,Algemeen bijzonder,Veronapad,3,5632TR,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.handreiking.dse.nl,162991,388334,pc6hnrgeentoev,,240,0,29,30,29,31,39,31,28,19,4,0,0
2793,40378,18JX,18JX00,Bs De Talisman,Algemeen bijzonder,Seringenstraat,9,5644PK,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.bsdetalisman.nl,162138,381336,pc6hnrgeentoev,,481,0,78,72,63,53,50,54,59,43,9,0,0
2794,40378,18OF,18OF00,De Springplank,Rooms-Katholiek,Aldendriel,38,5653PK,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,158748,381531,pc6hnrgeentoev,,364,0,46,47,42,46,40,48,49,40,6,0,0
2795,40378,19AS,19AS00,Basisschool Theresia,Rooms-Katholiek,Zeelsterstraat,138,5652EN,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,158630,383193,pc6hnrgeentoev,,239,0,40,16,24,19,29,34,34,36,7,0,0
2796,40378,19BB,19BB00,De Schelp,Rooms-Katholiek,Zuiderzeelaan,3,5628KC,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,160343,387600,pc6hnrgeentoev,,207,0,28,24,15,21,25,30,24,38,2,0,0
2797,40378,19BJ,19BJ00,Fellenoord,Rooms-Katholiek,Hemelrijken,310,5612WS,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.spilfellenoord.nl,160916,384108,pc6hnrgeentoev,,136,0,21,16,14,18,12,25,14,12,4,0,0
2798,40378,19BQ,19BQ00,Onder De Wieken,Rooms-Katholiek,Mainelaan,114,5627VG,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,158317,388591,pc6hnrgeentoev,,217,0,29,30,29,27,27,27,26,19,3,0,0
2799,40378,20GP,20GP00,De Harlekijn,Algemeen bijzonder,Zandstraat,35,5691CD,SON EN BREUGEL,848,SON EN BREUGEL,Noord-Brabant,GGD Brabant-Zuidoost,www.harlekijn.dse.nl,161994,391280,pc6hnrgeentoev,,241,0,19,22,16,33,39,35,43,32,2,0,0
2800,40378,20GW,20GW00,Basisschool de Bloktempel,Algemeen bijzonder,IJssellaan,6,5691HB,SON EN BREUGEL,848,SON EN BREUGEL,Noord-Brabant,GGD Brabant-Zuidoost,www.bloktempel.dse.nl,161751,392709,pc6hnrgeentoev,,429,0,52,45,50,53,55,54,55,55,9,1,0
2801,40378,24AC,24AC00,De Boschuil,Algemeen bijzonder,Kiplinglaan,1,5629MK,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.deboschuil.nl,161069,388709,pc6hnrgeentoev,,1040,0,109,87,110,130,140,149,148,153,14,0,0
2802,40378,26PM,26PM00,'t Slingertouw,Algemeen bijzonder,Grasland,1,5658GA,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.slingertouw.dse.nl,156949,383435,pc6hnrgeentoev,,687,0,98,102,99,83,78,72,67,80,8,0,0
2803,40517,03GP,03GP00,Christelijke Basisschool De Open Hof,Protestants-Christelijk,Philomenahof,27,4631NM,HOOGERHEIDE,873,WOENSDRECHT,Noord-Brabant,GGD West-Brabant,www.openhof-hoogerheide.nl,81216,382199,pc6hnrgeentoev,,67,0,8,9,7,3,6,9,8,15,2,0,0
2804,40517,03MO,03MO00,Rooms Katholieke Basisschool Sint Marie,Rooms-Katholiek,Boomstraat,5,4635CX,HUIJBERGEN,873,WOENSDRECHT,Noord-Brabant,GGD West-Brabant,www.basisschoolstemarie.nl,84760,383039,pc6hnrgeentoev,,181,0,15,21,20,20,27,22,31,24,1,0,0
2805,40517,03MW,03MW00,RK Basisschool Het Palet,Rooms-Katholiek,Frans Halsstraat,25,4625BR,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.basisschool-hetpalet.nl,79743,388116,pc6hnrgeentoev,,140,0,16,16,19,21,15,17,18,16,2,0,0
2806,40517,03QW,03QW00,Rooms Katholieke Basisschool Op Dreef,Rooms-Katholiek,Hogebergdreef,55-A,4645EV,PUTTE,873,WOENSDRECHT,Noord-Brabant,GGD West-Brabant,www.opdreef.nl,86058,375213,pc6hnr,,162,0,15,22,14,22,17,20,23,25,3,1,0
2807,40517,03SZ,03SZ00,Rooms Katholieke Basisschool Fatima,Rooms-Katholiek,Dorpsweg,45,4655AB,DE HEEN,851,STEENBERGEN,Noord-Brabant,GGD West-Brabant,www.fatimadeheen.nl,77679,402628,pc6hnrgeentoev,,30,0,4,1,1,7,3,4,3,6,1,0,0
2808,40517,03WG,03WG00,RK Basisschool De Wegwijzer,Rooms-Katholiek,Wethouder Bogersstraat,1-A,4664BA,LEPELSTRAAT,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.basisschooldewegwijzer.nl,78042,396310,pc6hnr,,101,0,8,8,11,10,18,14,18,13,1,0,0
2809,40517,03XP,03XP00,RK Basisschool Merijntje,Rooms-Katholiek,Kloosterstraat,4,4681AT,NIEUW-VOSSEMEER,851,STEENBERGEN,Noord-Brabant,GGD West-Brabant,www.merijntje.nl,73912,400599,pc6hnrgeentoev,,193,0,23,22,22,22,28,21,27,27,1,0,0
2810,40517,04OA,04OA00,Christelijke Basisschool De Springplank,Protestants-Christelijk,Burg Elkhuizenlaan,55,4661CJ,HALSTEREN,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,                                                                                ,77565,394780,pc6hnrgeentoev,,189,0,24,23,21,23,24,22,21,26,5,0,0
2811,40517,04SY,04SY00,RK Basisschool Gummarus,Rooms-Katholiek,Esdoornstraat,1,4651KM,STEENBERGEN NB,851,STEENBERGEN,Noord-Brabant,GGD West-Brabant,www.gummarus.nl,80892,399263,pc6hnrgeentoev,,364,0,54,38,37,51,47,49,44,40,4,0,0
2812,40517,04ZF,04ZF00,RK Basisschool Petrus en Paulus,Rooms-Katholiek,Stoofdijk,1,4671CP,DINTELOORD,851,STEENBERGEN,Noord-Brabant,GGD West-Brabant,www.petpau.nl,84663,406007,pc6hnrgeentoev,,153,0,18,10,19,16,22,20,21,25,2,0,0
2813,40517,05KQ,05KQ00,RK Basisschool Het Kompas,Rooms-Katholiek,Galenuslaan,1,4624XE,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.hetkompas.info,80224,389133,pc6hnrgeentoev,,149,0,7,18,17,21,18,15,21,24,7,1,0
2814,40517,06HN,06HN00,Rooms Katholieke Basisschool De Poorte,Rooms-Katholiek,Berglaan,10,4634VH,WOENSDRECHT,873,WOENSDRECHT,Noord-Brabant,GGD West-Brabant,www.depoorte.nl,79785,382823,pc6hnrgeentoev,,207,0,29,20,24,14,28,31,25,26,10,0,0
2815,40517,06IH,06IH00,Rooms Katholieke Basisschool De Meulenrakkers,Rooms-Katholiek,Meulenberg,6,4641CL,OSSENDRECHT,873,WOENSDRECHT,Noord-Brabant,GGD West-Brabant,www.demeulenrakkers.nl,81557,378839,pc6hnrgeentoev,,332,0,41,38,32,36,42,41,51,44,7,0,0
2816,40517,07BP,07BP00,RK Basisschool Pius X,Rooms-Katholiek,Kapelaan Kockstraat,48,4651XE,STEENBERGEN NB,851,STEENBERGEN,Noord-Brabant,GGD West-Brabant,www.rkbspiusx.nl,81659,399256,pc6hnrgeentoev,,83,0,15,6,10,8,11,11,7,11,4,0,0
2817,40517,07MX,07MX00,RK Basisschool Maria Regina,Rooms-Katholiek,Middenwal,1,4651EB,STEENBERGEN NB,851,STEENBERGEN,Noord-Brabant,GGD West-Brabant,www.mariareginaschool.nl,81219,400146,pc6hnrgeentoev,,465,0,51,43,52,47,60,76,61,59,15,1,0
2818,40517,07TR,07TR00,RK Basisschool De Borghoek,Rooms-Katholiek,Lambertijnenlaan,3,4614EV,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.borghoek.nl,79188,391417,pc6hnrgeentoev,,313,0,47,39,41,34,33,44,34,34,7,0,0
2819,40517,07XV,07XV00,Groen v Prinsterer,Protestants-Christelijk,Helfrichstraat,2,4671AV,DINTELOORD,851,STEENBERGEN,Noord-Brabant,GGD West-Brabant,www.groenvanprinsterer.net,84515,405376,pc6hnrgeentoev,,208,0,27,26,28,34,19,21,28,21,4,0,0
2820,40517,08WY,08WY00,Rooms Katholieke Basisschool De Biezenhof,Rooms-Katholiek,Rode Schouw,85,4661VE,HALSTEREN,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.biezenhof.nl,78248,393546,pc6hnrgeentoev,,210,0,23,23,32,22,23,22,28,32,5,0,0
2821,40517,09BD,09BD00,RK Basisschool Anton van Duinkerken,Rooms-Katholiek,Smitsstraat,29,4623XP,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.antonvanduinkerken.nl,80413,390074,pc6hnrgeentoev,,261,0,32,24,39,31,33,29,21,38,14,0,0
2822,40517,09KN,09KN00,Rooms Katholieke Basisschool De Stappen,Rooms-Katholiek,Bloemenlaan,52,4631AD,HOOGERHEIDE,873,WOENSDRECHT,Noord-Brabant,GGD West-Brabant,www.destappen.nl,80410,382759,pc6hnrgeentoev,,130,0,13,15,13,12,11,18,22,22,4,0,0
2823,40517,09UU,09UU00,Rooms Katholieke Basisschool De Toermalijn,Rooms-Katholiek,Rondsel,144,4661TS,HALSTEREN,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.detoermalijnschool.nl,78792,394469,pc6hnrgeentoev,,365,0,47,38,58,50,46,51,32,35,8,0,0
2824,40517,10FQ,10FQ00,RK Basisschool Klim-Op,Rooms-Katholiek,Philomenahof,31,4631NM,HOOGERHEIDE,873,WOENSDRECHT,Noord-Brabant,GGD West-Brabant,www.bsklim-op.nl,81188,382220,pc6hnrgeentoev,,305,0,35,29,28,35,34,45,47,39,11,2,0
2825,40517,10NS,10NS00,RK Basisschool St Maarten,Rooms-Katholiek,Vijverstraat,17,4661JW,HALSTEREN,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.stmaartenschool.nl,77725,393714,pc6hnrgeentoev,,133,0,14,14,19,16,19,12,23,13,3,0,0
2826,40517,10PF,10PF00,Rooms Katholieke Basisschool De Welle,Rooms-Katholiek,Groenplaats,31,4613GP,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.bsdewelle.nl,78391,391800,pc6hnrgeentoev,,86,0,6,6,8,11,16,18,7,12,2,0,0
2827,40517,16EB,16EB00,RK Basisschool Sancta Maria,Rooms-Katholiek,Kloosterstraat,73,4611MB,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.smaria.eu,78778,389866,pc6hnrgeentoev,,253,0,37,31,49,20,31,25,35,22,3,0,0
2828,40517,16FL,16FL00,Rooms Katholieke Basisschool Octopus,Rooms-Katholiek,Zuiderdreef,322,4616AJ,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.basisschooloctopus.nl,78757,388398,pc6,,100,0,14,17,9,15,17,11,11,3,3,0,0
2829,40517,17XI,17XI00,Basisschool Marco Polo,Protestants-Christelijk,Florastraat,195,4613CX,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.bsmarcopolo.nl,78357,391081,pc6hnrgeentoev,,164,0,23,21,18,19,19,9,27,26,2,0,0
2830,40517,17YE,17YE00,Christelijke Basisschool De Grebbe,Protestants-Christelijk,Kastanjelaan,121,4621HE,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,                                                                                ,79451,390122,pc6hnrgeentoev,,184,0,24,30,11,18,22,23,27,24,4,1,0
2831,40517,24AE,24AE00,Rooms Katholieke Basisschool Lodijke,Rooms-Katholiek,Ouderdinge,15,4617NL,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.lodijke.nl,77863,387913,pc6hnrgeentoev,,848,0,94,86,98,100,102,124,93,134,17,0,0
2832,40524,07DJ,07DJ00,Basisschool Pendula,Rooms-Katholiek,Hoogvensestraat,49,5017CA,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,www.bspendula.nl,134952,396299,pc6hnrgeentoev,,220,0,34,38,27,19,24,22,27,18,11,0,0
2833,40524,07ND,07ND00,Basisschool Armhoefse Akker,Rooms-Katholiek,Spoordijk,68,5018GH,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,www.armhoefseakker.nl,135532,396966,pc6hnrgeentoev,,348,0,41,47,37,49,40,59,31,39,5,0,0
2834,40524,09MN,09MN00,Basisschool Don Sarto,Rooms-Katholiek,Oude Hilvarenbeekseweg,15,5022EM,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,www.donsarto.nl,134945,394686,pc6hnrgeentoev,,196,0,24,15,23,29,28,21,23,23,9,1,0
2835,40524,10HG,10HG00,Basisschool De Alm,Rooms-Katholiek,Groenewoudstraat,70,5022GE,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,www.de-alm.nl,134445,394380,pc6hnrgeentoev,,202,0,26,25,23,23,30,24,24,21,6,0,0
2836,40524,15AB,15AB00,Basisschool Fatima,Rooms-Katholiek,Fatimastraat,24-B,5021AN,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,www.bsfatima.nl,135109,395763,pc6hnr,,267,0,31,28,25,35,38,31,31,37,10,1,0
2837,40546,22LU,22LU00,Montessorischool Oosterhout,Algemeen bijzonder,Trekbeemd,34,4907DP,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.montessorischooloosterhout.nl,118470,408205,pc6hnrgeentoev,,114,0,6,12,13,12,12,14,16,19,9,1,0
